CheeseId,ManufacturerProvCode,ManufacturingTypeEn,MoisturePercent,FlavourEn,CharacteristicsEn,Organic,CategoryTypeEn,MilkTypeEn,MilkTreatmentTypeEn,RindTypeEn,CheeseName,FatLevel,Community,Weather station,Location,Elevation,January(Avg. high °C (°F)),January(Avg. low °C (°F)),July(Avg. high °C (°F)),July(Avg. low °C (°F)),Annual(Avg. high °C (°F)),Annual(Avg. low °C (°F)),ProvinceCode
825,BC,Artisan,41.0,A mix of habanero and black pepper.,Not specified,0,Firm Cheese,Cow,Pasteurized,Not Specified,Pacific Pepper Verderlait,higher fat,"Victoria, BC",YYJ,48°38′50″N 123°25′33″W / 48.64722°N 123.42583°W / 48.64722; -123.42583 (Victoria),20m (66ft),7.6 (45.7),1.5 (34.7),22.4 (72.3),11.3 (52.3),14.4 (57.9),5.6 (42.1),BC
826,BC,Artisan,41.0,Spicy with cloves and cumin.,Creamy,0,Firm Cheese,Cow,Pasteurized,Not Specified,Winterlude Spice Verderlait,higher fat,"Fort Nelson, BC",YYE,58°50′11″N 122°35′50″W / 58.83639°N 122.59722°W / 58.83639; -122.59722 (Fort Nelson),"382m (1,253ft)",−16.1 (3.0),−24.6 (−12.3),23.2 (73.8),10.9 (51.6),5.2 (41.4),−6.0 (21.2),BC
826,BC,Artisan,41.0,Spicy with cloves and cumin.,Creamy,0,Firm Cheese,Cow,Pasteurized,Not Specified,Winterlude Spice Verderlait,higher fat,"Kamloops, BC",YKA,50°42′08″N 120°26′31″W / 50.70222°N 120.44194°W / 50.70222; -120.44194 (Kamloops),"345.3m (1,133ft)",0.4 (32.7),−5.9 (21.4),28.9 (84.0),14.2 (57.6),14.8 (58.6),3.7 (38.7),BC
826,BC,Artisan,41.0,Spicy with cloves and cumin.,Creamy,0,Firm Cheese,Cow,Pasteurized,Not Specified,Winterlude Spice Verderlait,higher fat,"Princeton, BC",CYDC,49°28′05″N 120°30′41″W / 49.46806°N 120.51139°W / 49.46806; -120.51139 (Princeton Airport),"700m (2,300ft)",−1.4 (29.5),−8.6 (16.5),26.3 (79.3),9.5 (49.1),12.9 (55.2),0.2 (32.4),BC
826,BC,Artisan,41.0,Spicy with cloves and cumin.,Creamy,0,Firm Cheese,Cow,Pasteurized,Not Specified,Winterlude Spice Verderlait,higher fat,"Vancouver, BC",YVR,49°11′42″N 123°10′55″W / 49.19500°N 123.18194°W / 49.19500; -123.18194 (Vancouver),4m (13ft),6.9 (44.4),1.4 (34.5),22.2 (72.0),13.7 (56.7),13.9 (57.0),6.8 (44.2),BC
826,BC,Artisan,41.0,Spicy with cloves and cumin.,Creamy,0,Firm Cheese,Cow,Pasteurized,Not Specified,Winterlude Spice Verderlait,higher fat,"Victoria, BC",YYJ,48°38′50″N 123°25′33″W / 48.64722°N 123.42583°W / 48.64722; -123.42583 (Victoria),20m (66ft),7.6 (45.7),1.5 (34.7),22.4 (72.3),11.3 (52.3),14.4 (57.9),5.6 (42.1),BC
827,BC,Artisan,68.0,Mushroom overtones,Velvety white rind,0,Soft Cheese,Cow,Pasteurized,Bloomy Rind,Island Bries,lower fat,"Fort Nelson, BC",YYE,58°50′11″N 122°35′50″W / 58.83639°N 122.59722°W / 58.83639; -122.59722 (Fort Nelson),"382m (1,253ft)",−16.1 (3.0),−24.6 (−12.3),23.2 (73.8),10.9 (51.6),5.2 (41.4),−6.0 (21.2),BC
827,BC,Artisan,68.0,Mushroom overtones,Velvety white rind,0,Soft Cheese,Cow,Pasteurized,Bloomy Rind,Island Bries,lower fat,"Kamloops, BC",YKA,50°42′08″N 120°26′31″W / 50.70222°N 120.44194°W / 50.70222; -120.44194 (Kamloops),"345.3m (1,133ft)",0.4 (32.7),−5.9 (21.4),28.9 (84.0),14.2 (57.6),14.8 (58.6),3.7 (38.7),BC
827,BC,Artisan,68.0,Mushroom overtones,Velvety white rind,0,Soft Cheese,Cow,Pasteurized,Bloomy Rind,Island Bries,lower fat,"Princeton, BC",CYDC,49°28′05″N 120°30′41″W / 49.46806°N 120.51139°W / 49.46806; -120.51139 (Princeton Airport),"700m (2,300ft)",−1.4 (29.5),−8.6 (16.5),26.3 (79.3),9.5 (49.1),12.9 (55.2),0.2 (32.4),BC
827,BC,Artisan,68.0,Mushroom overtones,Velvety white rind,0,Soft Cheese,Cow,Pasteurized,Bloomy Rind,Island Bries,lower fat,"Vancouver, BC",YVR,49°11′42″N 123°10′55″W / 49.19500°N 123.18194°W / 49.19500; -123.18194 (Vancouver),4m (13ft),6.9 (44.4),1.4 (34.5),22.2 (72.0),13.7 (56.7),13.9 (57.0),6.8 (44.2),BC
827,BC,Artisan,68.0,Mushroom overtones,Velvety white rind,0,Soft Cheese,Cow,Pasteurized,Bloomy Rind,Island Bries,lower fat,"Victoria, BC",YYJ,48°38′50″N 123°25′33″W / 48.64722°N 123.42583°W / 48.64722; -123.42583 (Victoria),20m (66ft),7.6 (45.7),1.5 (34.7),22.4 (72.3),11.3 (52.3),14.4 (57.9),5.6 (42.1),BC
828,ON,Industrial,47.06974708171206,"Soft, delicate and mild buttery flavour.",Smooth ultra-creamy texture,0,Fresh Cheese,Cow,Pasteurized,Not Specified,Mascarpone (Silani),higher fat,"Ottawa, ON",YOW,45°19′21″N 075°40′09″W / 45.32250°N 75.66917°W / 45.32250; -75.66917 (Ottawa),114m (374ft),−5.8 (21.6),−14.8 (5.4),26.5 (79.7),15.5 (59.9),11.3 (52.3),1.4 (34.5),ON
828,ON,Industrial,47.06974708171206,"Soft, delicate and mild buttery flavour.",Smooth ultra-creamy texture,0,Fresh Cheese,Cow,Pasteurized,Not Specified,Mascarpone (Silani),higher fat,"Timmins, ON",YTS,48°34′11″N 081°22′36″W / 48.56972°N 81.37667°W / 48.56972; -81.37667 (Timmins),295m (968ft),−10.6 (12.9),−23.0 (−9.4),24.2 (75.6),10.7 (51.3),7.9 (46.2),−4.3 (24.3),ON
828,ON,Industrial,47.06974708171206,"Soft, delicate and mild buttery flavour.",Smooth ultra-creamy texture,0,Fresh Cheese,Cow,Pasteurized,Not Specified,Mascarpone (Silani),higher fat,"Toronto, ON",YYZ,43°40′38″N 079°37′50″W / 43.67722°N 79.63056°W / 43.67722; -79.63056 (Toronto),173m (568ft),−1.5 (29.3),−9.4 (15.1),27.1 (80.8),15.8 (60.4),13.0 (55.4),3.3 (37.9),ON
828,ON,Industrial,47.06974708171206,"Soft, delicate and mild buttery flavour.",Smooth ultra-creamy texture,0,Fresh Cheese,Cow,Pasteurized,Not Specified,Mascarpone (Silani),higher fat,"Windsor, ON",YQG,42°16′32″N 82°57′20″W / 42.27556°N 82.95556°W / 42.27556; -82.95556 (Windsor),190m (620ft),−0.3 (31.5),−7.3 (18.9),28.1 (82.6),17.9 (64.2),14.4 (57.9),5.4 (41.7),ON
833,ON,Industrial,55.0,Not Specified,Low in fat,0,Semi-soft Cheese,Cow,Pasteurized,Not Specified,Élan (L') (Fromagerie St-Albert),lower fat,"Ottawa, ON",YOW,45°19′21″N 075°40′09″W / 45.32250°N 75.66917°W / 45.32250; -75.66917 (Ottawa),114m (374ft),−5.8 (21.6),−14.8 (5.4),26.5 (79.7),15.5 (59.9),11.3 (52.3),1.4 (34.5),ON
833,ON,Industrial,55.0,Not Specified,Low in fat,0,Semi-soft Cheese,Cow,Pasteurized,Not Specified,Élan (L') (Fromagerie St-Albert),lower fat,"Timmins, ON",YTS,48°34′11″N 081°22′36″W / 48.56972°N 81.37667°W / 48.56972; -81.37667 (Timmins),295m (968ft),−10.6 (12.9),−23.0 (−9.4),24.2 (75.6),10.7 (51.3),7.9 (46.2),−4.3 (24.3),ON
833,ON,Industrial,55.0,Not Specified,Low in fat,0,Semi-soft Cheese,Cow,Pasteurized,Not Specified,Élan (L') (Fromagerie St-Albert),lower fat,"Toronto, ON",YYZ,43°40′38″N 079°37′50″W / 43.67722°N 79.63056°W / 43.67722; -79.63056 (Toronto),173m (568ft),−1.5 (29.3),−9.4 (15.1),27.1 (80.8),15.8 (60.4),13.0 (55.4),3.3 (37.9),ON
833,ON,Industrial,55.0,Not Specified,Low in fat,0,Semi-soft Cheese,Cow,Pasteurized,Not Specified,Élan (L') (Fromagerie St-Albert),lower fat,"Windsor, ON",YQG,42°16′32″N 82°57′20″W / 42.27556°N 82.95556°W / 42.27556; -82.95556 (Windsor),190m (620ft),−0.3 (31.5),−7.3 (18.9),28.1 (82.6),17.9 (64.2),14.4 (57.9),5.4 (41.7),ON
848,ON,Industrial,48.0,Refreshing,"Mild, refreshing, with a smooth  texture.",0,Fresh Cheese,Cow,Pasteurized,No Rind,Bocconcini (Tre Stelle),lower fat,"Ottawa, ON",YOW,45°19′21″N 075°40′09″W / 45.32250°N 75.66917°W / 45.32250; -75.66917 (Ottawa),114m (374ft),−5.8 (21.6),−14.8 (5.4),26.5 (79.7),15.5 (59.9),11.3 (52.3),1.4 (34.5),ON
848,ON,Industrial,48.0,Refreshing,"Mild, refreshing, with a smooth  texture.",0,Fresh Cheese,Cow,Pasteurized,No Rind,Bocconcini (Tre Stelle),lower fat,"Timmins, ON",YTS,48°34′11″N 081°22′36″W / 48.56972°N 81.37667°W / 48.56972; -81.37667 (Timmins),295m (968ft),−10.6 (12.9),−23.0 (−9.4),24.2 (75.6),10.7 (51.3),7.9 (46.2),−4.3 (24.3),ON
848,ON,Industrial,48.0,Refreshing,"Mild, refreshing, with a smooth  texture.",0,Fresh Cheese,Cow,Pasteurized,No Rind,Bocconcini (Tre Stelle),lower fat,"Toronto, ON",YYZ,43°40′38″N 079°37′50″W / 43.67722°N 79.63056°W / 43.67722; -79.63056 (Toronto),173m (568ft),−1.5 (29.3),−9.4 (15.1),27.1 (80.8),15.8 (60.4),13.0 (55.4),3.3 (37.9),ON
848,ON,Industrial,48.0,Refreshing,"Mild, refreshing, with a smooth  texture.",0,Fresh Cheese,Cow,Pasteurized,No Rind,Bocconcini (Tre Stelle),lower fat,"Windsor, ON",YQG,42°16′32″N 82°57′20″W / 42.27556°N 82.95556°W / 42.27556; -82.95556 (Windsor),190m (620ft),−0.3 (31.5),−7.3 (18.9),28.1 (82.6),17.9 (64.2),14.4 (57.9),5.4 (41.7),ON
849,ON,Industrial,40.0,Mild flavor of brie,Smooth,0,Semi-soft Cheese,Cow,Pasteurized,Not Specified,Borgonzola (Tre Stelle),higher fat,"Ottawa, ON",YOW,45°19′21″N 075°40′09″W / 45.32250°N 75.66917°W / 45.32250; -75.66917 (Ottawa),114m (374ft),−5.8 (21.6),−14.8 (5.4),26.5 (79.7),15.5 (59.9),11.3 (52.3),1.4 (34.5),ON
849,ON,Industrial,40.0,Mild flavor of brie,Smooth,0,Semi-soft Cheese,Cow,Pasteurized,Not Specified,Borgonzola (Tre Stelle),higher fat,"Timmins, ON",YTS,48°34′11″N 081°22′36″W / 48.56972°N 81.37667°W / 48.56972; -81.37667 (Timmins),295m (968ft),−10.6 (12.9),−23.0 (−9.4),24.2 (75.6),10.7 (51.3),7.9 (46.2),−4.3 (24.3),ON
849,ON,Industrial,40.0,Mild flavor of brie,Smooth,0,Semi-soft Cheese,Cow,Pasteurized,Not Specified,Borgonzola (Tre Stelle),higher fat,"Toronto, ON",YYZ,43°40′38″N 079°37′50″W / 43.67722°N 79.63056°W / 43.67722; -79.63056 (Toronto),173m (568ft),−1.5 (29.3),−9.4 (15.1),27.1 (80.8),15.8 (60.4),13.0 (55.4),3.3 (37.9),ON
849,ON,Industrial,40.0,Mild flavor of brie,Smooth,0,Semi-soft Cheese,Cow,Pasteurized,Not Specified,Borgonzola (Tre Stelle),higher fat,"Windsor, ON",YQG,42°16′32″N 82°57′20″W / 42.27556°N 82.95556°W / 42.27556; -82.95556 (Windsor),190m (620ft),−0.3 (31.5),−7.3 (18.9),28.1 (82.6),17.9 (64.2),14.4 (57.9),5.4 (41.7),ON
850,ON,Industrial,42.0,"Milder, milky and sweet acidulous edge",Not specified,0,Semi-soft Cheese,Cow,Pasteurized,Not Specified,Brick (Tre Stelle),lower fat,"Ottawa, ON",YOW,45°19′21″N 075°40′09″W / 45.32250°N 75.66917°W / 45.32250; -75.66917 (Ottawa),114m (374ft),−5.8 (21.6),−14.8 (5.4),26.5 (79.7),15.5 (59.9),11.3 (52.3),1.4 (34.5),ON
850,ON,Industrial,42.0,"Milder, milky and sweet acidulous edge",Not specified,0,Semi-soft Cheese,Cow,Pasteurized,Not Specified,Brick (Tre Stelle),lower fat,"Timmins, ON",YTS,48°34′11″N 081°22′36″W / 48.56972°N 81.37667°W / 48.56972; -81.37667 (Timmins),295m (968ft),−10.6 (12.9),−23.0 (−9.4),24.2 (75.6),10.7 (51.3),7.9 (46.2),−4.3 (24.3),ON
850,ON,Industrial,42.0,"Milder, milky and sweet acidulous edge",Not specified,0,Semi-soft Cheese,Cow,Pasteurized,Not Specified,Brick (Tre Stelle),lower fat,"Toronto, ON",YYZ,43°40′38″N 079°37′50″W / 43.67722°N 79.63056°W / 43.67722; -79.63056 (Toronto),173m (568ft),−1.5 (29.3),−9.4 (15.1),27.1 (80.8),15.8 (60.4),13.0 (55.4),3.3 (37.9),ON
850,ON,Industrial,42.0,"Milder, milky and sweet acidulous edge",Not specified,0,Semi-soft Cheese,Cow,Pasteurized,Not Specified,Brick (Tre Stelle),lower fat,"Windsor, ON",YQG,42°16′32″N 82°57′20″W / 42.27556°N 82.95556°W / 42.27556; -82.95556 (Windsor),190m (620ft),−0.3 (31.5),−7.3 (18.9),28.1 (82.6),17.9 (64.2),14.4 (57.9),5.4 (41.7),ON
859,ON,Industrial,55.0,Salty and tangy,Not specified,0,Soft Cheese,Cow,Pasteurized,Not Specified,Feta (Tre Stelle),lower fat,"Ottawa, ON",YOW,45°19′21″N 075°40′09″W / 45.32250°N 75.66917°W / 45.32250; -75.66917 (Ottawa),114m (374ft),−5.8 (21.6),−14.8 (5.4),26.5 (79.7),15.5 (59.9),11.3 (52.3),1.4 (34.5),ON
859,ON,Industrial,55.0,Salty and tangy,Not specified,0,Soft Cheese,Cow,Pasteurized,Not Specified,Feta (Tre Stelle),lower fat,"Timmins, ON",YTS,48°34′11″N 081°22′36″W / 48.56972°N 81.37667°W / 48.56972; -81.37667 (Timmins),295m (968ft),−10.6 (12.9),−23.0 (−9.4),24.2 (75.6),10.7 (51.3),7.9 (46.2),−4.3 (24.3),ON
859,ON,Industrial,55.0,Salty and tangy,Not specified,0,Soft Cheese,Cow,Pasteurized,Not Specified,Feta (Tre Stelle),lower fat,"Toronto, ON",YYZ,43°40′38″N 079°37′50″W / 43.67722°N 79.63056°W / 43.67722; -79.63056 (Toronto),173m (568ft),−1.5 (29.3),−9.4 (15.1),27.1 (80.8),15.8 (60.4),13.0 (55.4),3.3 (37.9),ON
859,ON,Industrial,55.0,Salty and tangy,Not specified,0,Soft Cheese,Cow,Pasteurized,Not Specified,Feta (Tre Stelle),lower fat,"Windsor, ON",YQG,42°16′32″N 82°57′20″W / 42.27556°N 82.95556°W / 42.27556; -82.95556 (Windsor),190m (620ft),−0.3 (31.5),−7.3 (18.9),28.1 (82.6),17.9 (64.2),14.4 (57.9),5.4 (41.7),ON
865,ON,Industrial,46.0,Buttery with a lightly acidulous taste,Smooth texture,0,Semi-soft Cheese,Cow,Pasteurized,No Rind,Havarti (Dofino),higher fat,"Ottawa, ON",YOW,45°19′21″N 075°40′09″W / 45.32250°N 75.66917°W / 45.32250; -75.66917 (Ottawa),114m (374ft),−5.8 (21.6),−14.8 (5.4),26.5 (79.7),15.5 (59.9),11.3 (52.3),1.4 (34.5),ON
865,ON,Industrial,46.0,Buttery with a lightly acidulous taste,Smooth texture,0,Semi-soft Cheese,Cow,Pasteurized,No Rind,Havarti (Dofino),higher fat,"Timmins, ON",YTS,48°34′11″N 081°22′36″W / 48.56972°N 81.37667°W / 48.56972; -81.37667 (Timmins),295m (968ft),−10.6 (12.9),−23.0 (−9.4),24.2 (75.6),10.7 (51.3),7.9 (46.2),−4.3 (24.3),ON
865,ON,Industrial,46.0,Buttery with a lightly acidulous taste,Smooth texture,0,Semi-soft Cheese,Cow,Pasteurized,No Rind,Havarti (Dofino),higher fat,"Toronto, ON",YYZ,43°40′38″N 079°37′50″W / 43.67722°N 79.63056°W / 43.67722; -79.63056 (Toronto),173m (568ft),−1.5 (29.3),−9.4 (15.1),27.1 (80.8),15.8 (60.4),13.0 (55.4),3.3 (37.9),ON
865,ON,Industrial,46.0,Buttery with a lightly acidulous taste,Smooth texture,0,Semi-soft Cheese,Cow,Pasteurized,No Rind,Havarti (Dofino),higher fat,"Windsor, ON",YQG,42°16′32″N 82°57′20″W / 42.27556°N 82.95556°W / 42.27556; -82.95556 (Windsor),190m (620ft),−0.3 (31.5),−7.3 (18.9),28.1 (82.6),17.9 (64.2),14.4 (57.9),5.4 (41.7),ON
867,ON,Industrial,54.0,Not Specified,"Triple cream, rich, smooth texture",0,Soft Cheese,Cow,Pasteurized,Not Specified,Mascarpone (Tre Stelle),higher fat,"Ottawa, ON",YOW,45°19′21″N 075°40′09″W / 45.32250°N 75.66917°W / 45.32250; -75.66917 (Ottawa),114m (374ft),−5.8 (21.6),−14.8 (5.4),26.5 (79.7),15.5 (59.9),11.3 (52.3),1.4 (34.5),ON
867,ON,Industrial,54.0,Not Specified,"Triple cream, rich, smooth texture",0,Soft Cheese,Cow,Pasteurized,Not Specified,Mascarpone (Tre Stelle),higher fat,"Timmins, ON",YTS,48°34′11″N 081°22′36″W / 48.56972°N 81.37667°W / 48.56972; -81.37667 (Timmins),295m (968ft),−10.6 (12.9),−23.0 (−9.4),24.2 (75.6),10.7 (51.3),7.9 (46.2),−4.3 (24.3),ON
867,ON,Industrial,54.0,Not Specified,"Triple cream, rich, smooth texture",0,Soft Cheese,Cow,Pasteurized,Not Specified,Mascarpone (Tre Stelle),higher fat,"Toronto, ON",YYZ,43°40′38″N 079°37′50″W / 43.67722°N 79.63056°W / 43.67722; -79.63056 (Toronto),173m (568ft),−1.5 (29.3),−9.4 (15.1),27.1 (80.8),15.8 (60.4),13.0 (55.4),3.3 (37.9),ON
867,ON,Industrial,54.0,Not Specified,"Triple cream, rich, smooth texture",0,Soft Cheese,Cow,Pasteurized,Not Specified,Mascarpone (Tre Stelle),higher fat,"Windsor, ON",YQG,42°16′32″N 82°57′20″W / 42.27556°N 82.95556°W / 42.27556; -82.95556 (Windsor),190m (620ft),−0.3 (31.5),−7.3 (18.9),28.1 (82.6),17.9 (64.2),14.4 (57.9),5.4 (41.7),ON
869,ON,Industrial,48.0,Not Specified,"Available in Mozzarella - 20% milk fat, 25% milk fat, 16% milk fat, sliced",0,Semi-soft Cheese,Cow,Pasteurized,No Rind,Mozzarella (Tre Stelle),lower fat,"Ottawa, ON",YOW,45°19′21″N 075°40′09″W / 45.32250°N 75.66917°W / 45.32250; -75.66917 (Ottawa),114m (374ft),−5.8 (21.6),−14.8 (5.4),26.5 (79.7),15.5 (59.9),11.3 (52.3),1.4 (34.5),ON
869,ON,Industrial,48.0,Not Specified,"Available in Mozzarella - 20% milk fat, 25% milk fat, 16% milk fat, sliced",0,Semi-soft Cheese,Cow,Pasteurized,No Rind,Mozzarella (Tre Stelle),lower fat,"Timmins, ON",YTS,48°34′11″N 081°22′36″W / 48.56972°N 81.37667°W / 48.56972; -81.37667 (Timmins),295m (968ft),−10.6 (12.9),−23.0 (−9.4),24.2 (75.6),10.7 (51.3),7.9 (46.2),−4.3 (24.3),ON
869,ON,Industrial,48.0,Not Specified,"Available in Mozzarella - 20% milk fat, 25% milk fat, 16% milk fat, sliced",0,Semi-soft Cheese,Cow,Pasteurized,No Rind,Mozzarella (Tre Stelle),lower fat,"Toronto, ON",YYZ,43°40′38″N 079°37′50″W / 43.67722°N 79.63056°W / 43.67722; -79.63056 (Toronto),173m (568ft),−1.5 (29.3),−9.4 (15.1),27.1 (80.8),15.8 (60.4),13.0 (55.4),3.3 (37.9),ON
869,ON,Industrial,48.0,Not Specified,"Available in Mozzarella - 20% milk fat, 25% milk fat, 16% milk fat, sliced",0,Semi-soft Cheese,Cow,Pasteurized,No Rind,Mozzarella (Tre Stelle),lower fat,"Windsor, ON",YQG,42°16′32″N 82°57′20″W / 42.27556°N 82.95556°W / 42.27556; -82.95556 (Windsor),190m (620ft),−0.3 (31.5),−7.3 (18.9),28.1 (82.6),17.9 (64.2),14.4 (57.9),5.4 (41.7),ON
871,ON,Industrial,22.0,"Rich, fruity and nutty taste.",Not specified,0,Hard Cheese,Cow,Pasteurized,No Rind,Parmesan (Tre Stelle),higher fat,"Ottawa, ON",YOW,45°19′21″N 075°40′09″W / 45.32250°N 75.66917°W / 45.32250; -75.66917 (Ottawa),114m (374ft),−5.8 (21.6),−14.8 (5.4),26.5 (79.7),15.5 (59.9),11.3 (52.3),1.4 (34.5),ON
871,ON,Industrial,22.0,"Rich, fruity and nutty taste.",Not specified,0,Hard Cheese,Cow,Pasteurized,No Rind,Parmesan (Tre Stelle),higher fat,"Timmins, ON",YTS,48°34′11″N 081°22′36″W / 48.56972°N 81.37667°W / 48.56972; -81.37667 (Timmins),295m (968ft),−10.6 (12.9),−23.0 (−9.4),24.2 (75.6),10.7 (51.3),7.9 (46.2),−4.3 (24.3),ON
871,ON,Industrial,22.0,"Rich, fruity and nutty taste.",Not specified,0,Hard Cheese,Cow,Pasteurized,No Rind,Parmesan (Tre Stelle),higher fat,"Toronto, ON",YYZ,43°40′38″N 079°37′50″W / 43.67722°N 79.63056°W / 43.67722; -79.63056 (Toronto),173m (568ft),−1.5 (29.3),−9.4 (15.1),27.1 (80.8),15.8 (60.4),13.0 (55.4),3.3 (37.9),ON
871,ON,Industrial,22.0,"Rich, fruity and nutty taste.",Not specified,0,Hard Cheese,Cow,Pasteurized,No Rind,Parmesan (Tre Stelle),higher fat,"Windsor, ON",YQG,42°16′32″N 82°57′20″W / 42.27556°N 82.95556°W / 42.27556; -82.95556 (Windsor),190m (620ft),−0.3 (31.5),−7.3 (18.9),28.1 (82.6),17.9 (64.2),14.4 (57.9),5.4 (41.7),ON
875,BC,Farmstead,47.06974708171206,Not Specified,Not specified,1,Firm Cheese,Ewe,Pasteurized,Not Specified,Aged Sheep Milk Cheese,lower fat,"Fort Nelson, BC",YYE,58°50′11″N 122°35′50″W / 58.83639°N 122.59722°W / 58.83639; -122.59722 (Fort Nelson),"382m (1,253ft)",−16.1 (3.0),−24.6 (−12.3),23.2 (73.8),10.9 (51.6),5.2 (41.4),−6.0 (21.2),BC
875,BC,Farmstead,47.06974708171206,Not Specified,Not specified,1,Firm Cheese,Ewe,Pasteurized,Not Specified,Aged Sheep Milk Cheese,lower fat,"Kamloops, BC",YKA,50°42′08″N 120°26′31″W / 50.70222°N 120.44194°W / 50.70222; -120.44194 (Kamloops),"345.3m (1,133ft)",0.4 (32.7),−5.9 (21.4),28.9 (84.0),14.2 (57.6),14.8 (58.6),3.7 (38.7),BC
875,BC,Farmstead,47.06974708171206,Not Specified,Not specified,1,Firm Cheese,Ewe,Pasteurized,Not Specified,Aged Sheep Milk Cheese,lower fat,"Princeton, BC",CYDC,49°28′05″N 120°30′41″W / 49.46806°N 120.51139°W / 49.46806; -120.51139 (Princeton Airport),"700m (2,300ft)",−1.4 (29.5),−8.6 (16.5),26.3 (79.3),9.5 (49.1),12.9 (55.2),0.2 (32.4),BC
875,BC,Farmstead,47.06974708171206,Not Specified,Not specified,1,Firm Cheese,Ewe,Pasteurized,Not Specified,Aged Sheep Milk Cheese,lower fat,"Vancouver, BC",YVR,49°11′42″N 123°10′55″W / 49.19500°N 123.18194°W / 49.19500; -123.18194 (Vancouver),4m (13ft),6.9 (44.4),1.4 (34.5),22.2 (72.0),13.7 (56.7),13.9 (57.0),6.8 (44.2),BC
875,BC,Farmstead,47.06974708171206,Not Specified,Not specified,1,Firm Cheese,Ewe,Pasteurized,Not Specified,Aged Sheep Milk Cheese,lower fat,"Victoria, BC",YYJ,48°38′50″N 123°25′33″W / 48.64722°N 123.42583°W / 48.64722; -123.42583 (Victoria),20m (66ft),7.6 (45.7),1.5 (34.7),22.4 (72.3),11.3 (52.3),14.4 (57.9),5.6 (42.1),BC
879,BC,Farmstead,38.0,Rich with a sweet caramel finish,"Also available: mild, medium, light and in many flavours.",1,Firm Cheese,Cow,Thermised,No Rind,Extra Aged Gouda (Gort's Gouda),higher fat,"Fort Nelson, BC",YYE,58°50′11″N 122°35′50″W / 58.83639°N 122.59722°W / 58.83639; -122.59722 (Fort Nelson),"382m (1,253ft)",−16.1 (3.0),−24.6 (−12.3),23.2 (73.8),10.9 (51.6),5.2 (41.4),−6.0 (21.2),BC
879,BC,Farmstead,38.0,Rich with a sweet caramel finish,"Also available: mild, medium, light and in many flavours.",1,Firm Cheese,Cow,Thermised,No Rind,Extra Aged Gouda (Gort's Gouda),higher fat,"Kamloops, BC",YKA,50°42′08″N 120°26′31″W / 50.70222°N 120.44194°W / 50.70222; -120.44194 (Kamloops),"345.3m (1,133ft)",0.4 (32.7),−5.9 (21.4),28.9 (84.0),14.2 (57.6),14.8 (58.6),3.7 (38.7),BC
879,BC,Farmstead,38.0,Rich with a sweet caramel finish,"Also available: mild, medium, light and in many flavours.",1,Firm Cheese,Cow,Thermised,No Rind,Extra Aged Gouda (Gort's Gouda),higher fat,"Princeton, BC",CYDC,49°28′05″N 120°30′41″W / 49.46806°N 120.51139°W / 49.46806; -120.51139 (Princeton Airport),"700m (2,300ft)",−1.4 (29.5),−8.6 (16.5),26.3 (79.3),9.5 (49.1),12.9 (55.2),0.2 (32.4),BC
879,BC,Farmstead,38.0,Rich with a sweet caramel finish,"Also available: mild, medium, light and in many flavours.",1,Firm Cheese,Cow,Thermised,No Rind,Extra Aged Gouda (Gort's Gouda),higher fat,"Vancouver, BC",YVR,49°11′42″N 123°10′55″W / 49.19500°N 123.18194°W / 49.19500; -123.18194 (Vancouver),4m (13ft),6.9 (44.4),1.4 (34.5),22.2 (72.0),13.7 (56.7),13.9 (57.0),6.8 (44.2),BC
879,BC,Farmstead,38.0,Rich with a sweet caramel finish,"Also available: mild, medium, light and in many flavours.",1,Firm Cheese,Cow,Thermised,No Rind,Extra Aged Gouda (Gort's Gouda),higher fat,"Victoria, BC",YYJ,48°38′50″N 123°25′33″W / 48.64722°N 123.42583°W / 48.64722; -123.42583 (Victoria),20m (66ft),7.6 (45.7),1.5 (34.7),22.4 (72.3),11.3 (52.3),14.4 (57.9),5.6 (42.1),BC
885,BC,Farmstead,38.0,Nutty flavour,Not specified,1,Firm Cheese,Cow,Raw Milk,Not Specified,Maasdammer,higher fat,"Fort Nelson, BC",YYE,58°50′11″N 122°35′50″W / 58.83639°N 122.59722°W / 58.83639; -122.59722 (Fort Nelson),"382m (1,253ft)",−16.1 (3.0),−24.6 (−12.3),23.2 (73.8),10.9 (51.6),5.2 (41.4),−6.0 (21.2),BC
885,BC,Farmstead,38.0,Nutty flavour,Not specified,1,Firm Cheese,Cow,Raw Milk,Not Specified,Maasdammer,higher fat,"Kamloops, BC",YKA,50°42′08″N 120°26′31″W / 50.70222°N 120.44194°W / 50.70222; -120.44194 (Kamloops),"345.3m (1,133ft)",0.4 (32.7),−5.9 (21.4),28.9 (84.0),14.2 (57.6),14.8 (58.6),3.7 (38.7),BC
885,BC,Farmstead,38.0,Nutty flavour,Not specified,1,Firm Cheese,Cow,Raw Milk,Not Specified,Maasdammer,higher fat,"Princeton, BC",CYDC,49°28′05″N 120°30′41″W / 49.46806°N 120.51139°W / 49.46806; -120.51139 (Princeton Airport),"700m (2,300ft)",−1.4 (29.5),−8.6 (16.5),26.3 (79.3),9.5 (49.1),12.9 (55.2),0.2 (32.4),BC
